id,graduated
CS-1980-00337,FALSE
CS-1980-00347,TRUE
CS-1980-00348,TRUE
CS-1980-00357,TRUE
CS-1980-00358,TRUE
CS-1980-00363,FALSE
CS-1980-00385,TRUE
CS-1980-00392,TRUE
CS-1980-00396,FALSE
CS-1980-00403,FALSE
CS-1980-00412,TRUE
CS-1980-00430,FALSE
CS-1980-00432,TRUE
CS-1980-00439,TRUE
CS-1980-00440,TRUE
CS-1980-00448,TRUE
CS-1980-00453,FALSE
CS-1980-00455,TRUE
CS-1980-00456,TRUE
CS-1980-00459,TRUE
CS-1980-00462,TRUE
CS-1980-00464,FALSE
CS-1980-00466,TRUE
CS-1980-00479,TRUE
CS-1980-00485,FALSE
CS-1980-00487,FALSE
CS-1980-00493,TRUE
CS-1980-00497,TRUE
CS-1980-00499,FALSE
CS-1980-00506,TRUE
CS-1980-00512,FALSE
CS-1980-00519,FALSE
CS-1980-00520,TRUE
CS-1980-00521,TRUE
CS-1980-00526,TRUE
CS-1980-00535,TRUE
CS-1980-00540,TRUE
CS-1980-00542,FALSE
CS-1980-00546,TRUE
CS-1980-00548,FALSE
CS-1980-00549,TRUE
CS-1980-00550,TRUE
CS-1980-00554,TRUE
CS-1980-00557,TRUE
CS-1980-00559,TRUE
CS-1980-00569,TRUE
CS-1980-00571,TRUE
CS-1980-00573,FALSE
CS-1980-00580,TRUE
CS-1980-00586,FALSE
CS-1980-00590,FALSE
CS-1980-00593,TRUE
CS-1980-00595,FALSE
CS-1980-00599,TRUE
CS-1980-00603,TRUE
CS-1980-00605,TRUE
CS-1980-00606,TRUE
CS-1980-00610,TRUE
CS-1980-00616,TRUE
CS-1980-00623,FALSE
CS-1980-00626,TRUE
CS-1980-00628,TRUE
CS-1980-00633,TRUE
CS-1980-00634,FALSE
CS-1980-00638,TRUE
CS-1980-00639,TRUE
CS-1980-00642,TRUE
CS-1980-00644,FALSE
CS-1980-00664,TRUE
CS-1980-00665,TRUE
CS-1980-00669,TRUE
CS-1980-00670,FALSE
CS-1980-00673,TRUE
CS-1980-00675,TRUE
CS-1980-00678,FALSE
CS-1980-00681,TRUE
CS-1980-00685,TRUE
CS-1980-00686,TRUE
CS-1980-00689,FALSE
CS-1980-00706,TRUE
CS-1980-00711,TRUE
CS-1980-00712,TRUE
CS-1980-00715,TRUE
CS-1980-00718,TRUE
CS-1980-00724,FALSE
CS-1980-00728,TRUE
CS-1980-00730,TRUE
CS-1980-00731,FALSE
CS-1980-00733,TRUE
CS-1980-00735,TRUE
CS-1980-00737,TRUE
CS-1980-00742,TRUE
CS-1980-00747,TRUE
CS-1980-00748,TRUE
CS-1980-00750,TRUE
CS-1980-00763,TRUE
CS-1980-00766,TRUE
CS-1980-00773,TRUE
CS-1980-00777,TRUE
CS-1980-00783,TRUE
CS-1980-00786,FALSE
CS-1980-00795,FALSE
CS-1980-00801,TRUE
CS-1980-00803,TRUE
CS-1980-00814,TRUE
CS-1980-00821,TRUE
CS-1980-00833,TRUE
CS-1980-00837,TRUE
CS-1980-00848,FALSE
CS-1980-00850,FALSE
CS-1980-00851,FALSE
CS-1980-00855,TRUE
CS-1980-00862,TRUE
CS-1980-00864,FALSE
CS-1980-00871,TRUE
CS-1980-00873,TRUE
CS-1980-00876,TRUE
CS-1980-00880,TRUE
CS-1980-00883,FALSE
CS-1980-00894,FALSE
CS-1980-00900,TRUE
CS-1980-00903,TRUE
CS-1980-00904,FALSE
CS-1980-00906,TRUE
CS-1980-00909,TRUE
CS-1980-00911,TRUE
CS-1980-00915,FALSE
CS-1980-00916,TRUE
CS-1980-00924,TRUE
CS-1980-00925,FALSE
CS-1980-00940,FALSE
CS-1980-00952,TRUE
CS-1980-00953,TRUE
CS-1980-00972,TRUE
CS-1981-00013,TRUE
CS-1981-00023,TRUE
CS-1981-00026,FALSE
CS-1981-00027,TRUE
CS-1981-00032,TRUE
CS-1981-00034,TRUE
CS-1981-00037,TRUE
CS-1981-00042,FALSE
CS-1981-00043,TRUE
CS-1981-00044,TRUE
CS-1981-00050,TRUE
CS-1981-00053,TRUE
CS-1981-00059,FALSE
CS-1981-00065,TRUE
CS-1981-00066,FALSE
CS-1981-00067,TRUE
CS-1981-00073,FALSE
CS-1981-00083,TRUE
CS-1981-00088,TRUE
CS-1981-00107,FALSE
CS-1981-00113,TRUE
CS-1981-00115,TRUE
CS-1981-00121,TRUE
CS-1981-00127,TRUE
CS-1981-00131,FALSE
CS-1981-00153,TRUE
CS-1981-00162,FALSE
CS-1981-00163,FALSE
CS-1981-00167,TRUE
CS-1981-00169,TRUE
CS-1981-00171,TRUE
CS-1981-00179,TRUE
CS-1981-00180,TRUE
CS-1981-00183,FALSE
CS-1981-00184,FALSE
CS-1981-00189,TRUE
CS-1981-00190,TRUE
CS-1981-00200,TRUE
CS-1981-00213,TRUE
CS-1981-00221,FALSE
CS-1981-00223,TRUE
CS-1981-00244,TRUE
CS-1981-00252,FALSE
CS-1981-00255,TRUE
CS-1981-00265,TRUE
CS-1981-00273,TRUE
CS-1981-00290,FALSE
CS-1981-00300,TRUE
CS-1981-00308,TRUE
CS-1981-00310,TRUE
CS-1981-00312,TRUE
CS-1981-00316,FALSE
CS-1981-00320,TRUE
CS-1981-00330,TRUE
CS-1981-00336,TRUE
CS-1981-00337,TRUE
CS-1981-00346,FALSE
CS-1981-00350,TRUE
CS-1981-00359,TRUE
CS-1981-00363,TRUE
CS-1981-00370,TRUE
CS-1981-00371,FALSE
CS-1981-00379,TRUE
CS-1981-00381,FALSE
CS-1981-00386,TRUE
CS-1981-00390,TRUE
CS-1981-00391,FALSE
CS-1981-00411,TRUE
CS-1981-00416,TRUE
CS-1981-00442,TRUE
CS-1981-00446,FALSE
CS-1981-00456,FALSE
CS-1981-00458,TRUE
CS-1981-00460,FALSE
CS-1981-00467,TRUE
CS-1981-00482,TRUE
CS-1981-00487,TRUE
CS-1981-00493,FALSE
CS-1981-00496,TRUE
CS-1981-00498,TRUE
CS-1981-00505,FALSE
CS-1981-00520,TRUE
CS-1981-00538,TRUE
CS-1981-00541,TRUE
CS-1981-00548,TRUE
CS-1981-00559,TRUE
CS-1981-00569,TRUE
CS-1981-00575,TRUE
CS-1981-00577,TRUE
CS-1981-00589,TRUE
CS-1981-00591,TRUE
CS-1981-00604,FALSE
CS-1981-00617,TRUE
CS-1981-00620,TRUE
CS-1981-00621,FALSE
CS-1981-00625,FALSE
CS-1981-00631,TRUE
CS-1981-00634,FALSE
CS-1981-00635,TRUE
CS-1981-00637,TRUE
CS-1981-00640,FALSE
CS-1981-00642,FALSE
CS-1981-00646,TRUE
CS-1981-00653,TRUE
CS-1981-00658,FALSE
CS-1981-00659,FALSE
CS-1981-00664,TRUE
CS-1981-00665,TRUE
CS-1981-00677,TRUE
CS-1981-00685,FALSE
CS-1981-00701,TRUE
CS-1981-00704,TRUE
CS-1981-00721,TRUE
CS-1981-00728,FALSE
CS-1981-00733,TRUE
CS-1981-00734,FALSE
CS-1981-00736,TRUE
CS-1981-00741,TRUE
CS-1981-00746,FALSE
CS-1981-00759,TRUE
CS-1981-00763,FALSE
CS-1981-00764,TRUE
CS-1981-00767,FALSE
CS-1981-00770,FALSE
CS-1981-00780,FALSE
CS-1981-00788,FALSE
CS-1981-00789,TRUE
CS-1981-00794,FALSE
CS-1981-00808,FALSE
CS-1981-00815,FALSE
CS-1981-00819,TRUE
CS-1981-00821,TRUE
CS-1981-00834,TRUE
CS-1981-00835,TRUE
CS-1981-00839,TRUE
CS-1981-00841,TRUE
CS-1981-00842,TRUE
CS-1981-00846,FALSE
CS-1981-00851,TRUE
CS-1981-00854,TRUE
CS-1981-00856,FALSE
CS-1982-00059,TRUE
CS-1982-00076,TRUE
CS-1982-00161,TRUE
CS-1982-00184,FALSE
CS-1982-00191,TRUE
CS-1982-00206,TRUE
CS-1982-00209,TRUE
CS-1982-00222,TRUE
CS-1982-00225,TRUE
CS-1982-00227,FALSE
CS-1982-00284,TRUE
CS-1982-00307,FALSE
CS-1982-00326,TRUE
CS-1982-00327,TRUE
CS-1982-00329,TRUE
CS-1982-00355,TRUE
CS-1982-00365,TRUE
CS-1982-00378,TRUE
CS-1982-00400,TRUE
CS-1982-00421,TRUE
CS-1982-00432,FALSE
CS-1982-00436,FALSE
CS-1982-00448,TRUE
CS-1982-00467,FALSE
CS-1982-00499,TRUE
CS-1982-00512,TRUE
CS-1982-00528,TRUE
CS-1982-00531,TRUE
CS-1982-00541,TRUE
CS-1982-00563,TRUE
CS-1982-00629,TRUE
CS-1982-00651,TRUE
CS-1982-00691,TRUE
CS-1982-00695,TRUE
CS-1982-00698,TRUE
CS-1982-00703,TRUE
CS-1982-00704,FALSE
CS-1982-00706,FALSE
CS-1982-00712,TRUE
CS-1982-00714,TRUE
CS-1982-00715,TRUE
CS-1982-00731,TRUE
CS-1982-00760,TRUE
CS-1982-00790,TRUE
CS-1982-00812,TRUE
CS-1982-00837,FALSE
CS-1982-00841,FALSE
CS-1982-00885,TRUE
CS-1982-00891,FALSE
CS-1982-00898,TRUE
CS-1982-00951,TRUE
CS-1982-00961,FALSE
CS-1982-00974,TRUE
CS-1982-00975,TRUE
CS-1982-01001,TRUE
CS-1982-01015,TRUE
CS-1982-01019,FALSE
CS-1982-01051,TRUE
CS-1982-01057,TRUE
CS-1982-01068,TRUE
CS-1982-01071,TRUE
CS-1982-01083,TRUE
CS-1982-01093,TRUE
CS-1982-01135,TRUE
CS-1982-01142,FALSE
CS-1982-01145,TRUE
CS-1982-01179,TRUE
CS-1982-01233,TRUE
CS-1982-01286,TRUE
CS-1982-01318,TRUE
CS-1982-01327,FALSE
CS-1982-01339,TRUE
CS-1982-01353,FALSE
CS-1982-01355,TRUE
CS-1982-01368,TRUE
CS-1982-01372,TRUE
CS-1982-01380,FALSE
CS-1982-01396,TRUE
CS-1982-01398,TRUE
CS-1982-01400,TRUE
CS-1982-01413,TRUE
CS-1982-01457,TRUE
CS-1982-01459,FALSE
CS-1982-01501,TRUE
CS-1982-01517,TRUE
CS-1982-01561,TRUE
CS-1982-01581,TRUE
CS-1982-01626,TRUE
CS-1982-01646,TRUE
CS-1982-01661,FALSE
CS-1982-01691,TRUE
CS-1982-01703,TRUE
CS-1982-01706,TRUE
CS-1982-01723,TRUE
CS-1982-01730,TRUE
CS-1982-01740,TRUE
CS-1982-01771,TRUE
CS-1982-01772,TRUE
CS-1982-01779,TRUE
CS-1982-01784,TRUE
CS-1982-01797,FALSE
CS-1982-01875,FALSE
CS-1982-01882,TRUE
CS-1982-01895,TRUE
CS-1982-01906,FALSE
CS-1982-01911,TRUE
CS-1982-01956,TRUE
CS-1982-01980,TRUE
CS-1982-01981,FALSE
CS-1982-01988,TRUE
CS-1983-00002,FALSE
CS-1983-00003,FALSE
CS-1983-00004,FALSE
CS-1983-00006,FALSE
CS-1983-00007,FALSE
CS-1983-00012,TRUE
CS-1983-00013,TRUE
CS-1983-00025,TRUE
CS-1983-00029,TRUE
CS-1983-00030,TRUE
CS-1983-00042,FALSE
CS-1983-00043,FALSE
CS-1983-00044,TRUE
CS-1983-00046,TRUE
CS-1983-00048,TRUE
CS-1983-00049,TRUE
CS-1983-00050,TRUE
CS-1983-00052,TRUE
CS-1983-00058,FALSE
CS-1983-00059,TRUE
CS-1983-00062,TRUE
CS-1983-00063,TRUE
CS-1983-00072,TRUE
CS-1983-00073,TRUE
CS-1983-00075,TRUE
CS-1983-00076,TRUE
CS-1983-00077,TRUE
CS-1983-00078,TRUE
CS-1983-00085,FALSE
CS-1983-00091,TRUE
CS-1983-00092,FALSE
CS-1983-00095,TRUE
CS-1983-00098,TRUE
CS-1983-00099,TRUE
CS-1983-00101,FALSE
CS-1983-00103,FALSE
CS-1983-00105,TRUE
CS-1983-00112,TRUE
CS-1983-00114,FALSE
CS-1983-00117,TRUE
CS-1983-00126,TRUE
CS-1983-00127,TRUE
CS-1983-00131,TRUE
CS-1983-00136,FALSE
CS-1983-00137,TRUE
CS-1983-00144,TRUE
CS-1983-00151,FALSE
CS-1983-00153,TRUE
CS-1983-00154,FALSE
CS-1983-00156,FALSE
CS-1983-00167,TRUE
CS-1983-00169,FALSE
CS-1983-00176,FALSE
CS-1983-00178,TRUE
CS-1983-00179,TRUE
CS-1983-00183,TRUE
CS-1983-00184,TRUE
CS-1983-00185,TRUE
CS-1983-00186,TRUE
CS-1983-00191,TRUE
CS-1983-00193,TRUE
CS-1983-00194,TRUE
CS-1983-00199,TRUE
CS-1983-00201,FALSE
CS-1983-00204,TRUE
CS-1983-00208,TRUE
CS-1983-00211,FALSE
CS-1983-00212,FALSE
CS-1983-00217,TRUE
CS-1983-00223,TRUE
CS-1983-00226,TRUE
CS-1983-00227,TRUE
CS-1983-00228,TRUE
CS-1983-00231,TRUE
CS-1983-00237,TRUE
CS-1983-00240,TRUE
CS-1983-00247,TRUE
CS-1983-00248,FALSE
CS-1983-00255,TRUE
CS-1983-00257,TRUE
CS-1983-00259,TRUE
CS-1983-00260,TRUE
CS-1983-00261,TRUE
CS-1983-00270,FALSE
CS-1983-00273,FALSE
CS-1983-00279,FALSE
CS-1983-00282,FALSE
CS-1983-00283,TRUE
CS-1983-00284,TRUE
CS-1983-00287,TRUE
CS-1983-00291,TRUE
CS-1983-00293,FALSE
CS-1983-00295,TRUE
CS-1983-00300,TRUE
CS-1983-00303,FALSE
CS-1983-00305,TRUE
CS-1983-00308,TRUE
CS-1983-00310,FALSE
CS-1983-00311,FALSE
CS-1983-00316,FALSE
CS-1983-00321,FALSE
CS-1983-00323,TRUE
CS-1983-00326,FALSE
CS-1983-00327,FALSE
CS-1983-00329,TRUE
CS-1983-00339,FALSE
CS-1983-00341,TRUE
CS-1983-00349,TRUE
CS-1983-00352,TRUE
CS-1983-00356,TRUE
CS-1983-00357,TRUE
CS-1983-00359,FALSE
CS-1983-00360,TRUE
CS-1983-00369,TRUE
CS-1983-00372,FALSE
CS-1983-00374,TRUE
CS-1983-00375,TRUE
CS-1983-00376,FALSE
CS-1983-00380,FALSE
CS-1983-00382,TRUE
CS-1983-00389,TRUE
CS-1983-00393,FALSE
CS-1983-00394,FALSE
CS-1983-00397,TRUE
CS-1983-00400,FALSE
CS-1983-00402,TRUE
CS-1983-00411,FALSE
CS-1983-00412,FALSE
CS-1983-00413,FALSE
CS-1983-00414,FALSE
CS-1983-00427,FALSE
CS-1983-00429,TRUE
CS-1983-00431,TRUE
CS-1983-00434,TRUE
CS-1983-00436,FALSE
CS-1983-00438,TRUE
CS-1983-00441,TRUE
CS-1983-00442,TRUE
CS-1983-00444,FALSE
CS-1983-00446,FALSE
CS-1983-00450,FALSE
CS-1983-00459,FALSE
CS-1983-00460,TRUE
CS-1983-00461,TRUE
CS-1983-00465,TRUE
CS-1983-00467,TRUE
CS-1983-00473,FALSE
CS-1983-00474,TRUE
CS-1983-00475,TRUE
CS-1983-00483,TRUE
CS-1983-00486,FALSE
CS-1983-00488,FALSE
CS-1983-00490,TRUE
CS-1983-00491,FALSE
CS-1983-00498,FALSE
CS-1983-00499,FALSE
CS-1983-00504,TRUE
CS-1983-00505,FALSE
CS-1983-00508,FALSE
CS-1983-00512,TRUE
CS-1983-00513,TRUE
CS-1983-00514,FALSE
CS-1983-00517,TRUE
CS-1983-00518,TRUE
CS-1983-00519,FALSE
CS-1983-00524,FALSE
CS-1983-00528,TRUE
CS-1983-00533,FALSE
CS-1983-00534,TRUE
CS-1983-00536,FALSE
CS-1983-00537,FALSE
CS-1983-00539,TRUE
CS-1983-00544,FALSE
CS-1983-00546,FALSE
CS-1983-00548,TRUE
CS-1983-00549,FALSE
CS-1983-00551,TRUE
CS-1983-00553,TRUE
CS-1983-00555,TRUE
CS-1983-00556,TRUE
CS-1983-00559,TRUE
CS-1983-00563,FALSE
CS-1983-00564,TRUE
CS-1983-00566,FALSE
CS-1983-00568,TRUE
CS-1983-00570,TRUE
CS-1983-00571,TRUE
CS-1983-00572,TRUE
CS-1983-00574,TRUE
CS-1983-00575,TRUE
CS-1983-00576,FALSE
CS-1983-00577,TRUE
CS-1983-00579,FALSE
CS-1983-00582,TRUE
CS-1983-00586,FALSE
CS-1983-00591,TRUE
CS-1983-00594,FALSE
CS-1983-00595,FALSE
CS-1983-00601,TRUE
CS-1983-00608,TRUE
CS-1983-00612,TRUE
CS-1983-00615,TRUE
CS-1983-00625,FALSE
CS-1983-00631,FALSE
CS-1983-00634,FALSE
CS-1983-00638,FALSE
CS-1983-00640,TRUE
CS-1983-00646,FALSE
CS-1983-00659,TRUE
CS-1983-00660,FALSE
CS-1983-00666,TRUE
CS-1983-00675,TRUE
CS-1983-00677,TRUE
CS-1983-00689,TRUE
CS-1983-00691,FALSE
CS-1983-00694,TRUE
CS-1984-00009,FALSE
CS-1984-00013,FALSE
CS-1984-00014,TRUE
CS-1984-00019,TRUE
CS-1984-00022,TRUE
CS-1984-00028,TRUE
CS-1984-00041,FALSE
CS-1984-00045,TRUE
CS-1984-00047,TRUE
CS-1984-00052,FALSE
CS-1984-00055,FALSE
CS-1984-00061,FALSE
CS-1984-00065,FALSE
CS-1984-00071,FALSE
CS-1984-00079,TRUE
CS-1984-00080,FALSE
CS-1984-00086,TRUE
CS-1984-00092,TRUE
CS-1984-00093,TRUE
CS-1984-00094,TRUE
CS-1984-00096,TRUE
CS-1984-00097,FALSE
CS-1984-00099,TRUE
CS-1984-00100,TRUE
CS-1984-00105,TRUE
CS-1984-00106,TRUE
CS-1984-00110,TRUE
CS-1984-00116,TRUE
CS-1984-00121,TRUE
CS-1984-00135,FALSE
CS-1984-00144,TRUE
CS-1984-00154,FALSE
CS-1984-00159,TRUE
CS-1984-00160,TRUE
CS-1984-00166,TRUE
CS-1984-00172,TRUE
CS-1984-00183,FALSE
CS-1984-00186,TRUE
CS-1984-00187,FALSE
CS-1984-00192,TRUE
CS-1984-00194,FALSE
CS-1984-00203,FALSE
CS-1984-00204,FALSE
CS-1984-00206,FALSE
CS-1984-00208,FALSE
CS-1984-00211,FALSE
CS-1984-00213,TRUE
CS-1984-00219,TRUE
CS-1984-00229,TRUE
CS-1984-00236,TRUE
CS-1984-00241,TRUE
CS-1984-00243,FALSE
CS-1984-00248,TRUE
CS-1984-00249,TRUE
CS-1984-00250,TRUE
CS-1984-00254,TRUE
CS-1984-00260,TRUE
CS-1984-00263,FALSE
CS-1984-00264,FALSE
CS-1984-00268,TRUE
CS-1984-00273,FALSE
CS-1984-00277,FALSE
CS-1984-00284,TRUE
CS-1984-00290,FALSE
CS-1984-00291,FALSE
CS-1984-00292,TRUE
CS-1984-00295,TRUE
CS-1984-00296,TRUE
CS-1984-00298,TRUE
CS-1984-00313,TRUE
CS-1984-00319,TRUE
CS-1984-00322,TRUE
CS-1984-00326,FALSE
CS-1984-00329,FALSE
CS-1984-00332,TRUE
CS-1984-00333,FALSE
CS-1984-00335,FALSE
CS-1984-00347,TRUE
CS-1984-00348,TRUE
CS-1984-00355,FALSE
CS-1984-00364,TRUE
CS-1984-00367,TRUE
CS-1984-00371,TRUE
CS-1984-00374,TRUE
CS-1984-00376,TRUE
CS-1984-00380,TRUE
CS-1984-00385,TRUE
CS-1984-00387,FALSE
CS-1984-00403,FALSE
CS-1984-00406,TRUE
CS-1984-00407,TRUE
CS-1984-00412,FALSE
CS-1984-00413,FALSE
CS-1984-00417,TRUE
CS-1984-00423,TRUE
CS-1984-00425,TRUE
CS-1984-00428,TRUE
CS-1984-00446,TRUE
CS-1984-00448,FALSE
CS-1984-00454,TRUE
CS-1984-00455,TRUE
CS-1984-00460,TRUE
CS-1984-00463,FALSE
CS-1984-00475,TRUE
CS-1984-00479,TRUE
CS-1984-00483,TRUE
CS-1984-00489,FALSE
CS-1984-00491,TRUE
CS-1984-00493,TRUE
CS-1984-00494,TRUE
CS-1984-00497,TRUE
CS-1984-00505,TRUE
CS-1984-00506,FALSE
CS-1984-00508,TRUE
CS-1984-00511,TRUE
CS-1984-00515,TRUE
CS-1984-00517,TRUE
CS-1984-00521,TRUE
CS-1984-00522,TRUE
CS-1984-00524,TRUE
CS-1984-00526,FALSE
CS-1984-00527,TRUE
CS-1984-00532,TRUE
CS-1984-00533,FALSE
CS-1984-00538,FALSE
CS-1984-00541,TRUE
CS-1984-00546,TRUE
CS-1984-00551,FALSE
CS-1984-00552,TRUE
CS-1984-00554,TRUE
CS-1984-00557,TRUE
CS-1984-00563,TRUE
CS-1984-00584,TRUE
CS-1984-00585,TRUE
CS-1984-00586,TRUE
CS-1984-00588,TRUE
CS-1984-00589,FALSE
CS-1984-00593,FALSE
CS-1984-00597,FALSE
CS-1984-00601,FALSE
CS-1984-00605,TRUE
CS-1984-00608,TRUE
CS-1984-00622,TRUE
CS-1984-00630,TRUE
CS-1984-00634,TRUE
CS-1984-00646,FALSE
CS-1984-00650,TRUE
CS-1984-00652,TRUE
CS-1984-00655,TRUE
CS-1984-00659,FALSE
CS-1984-00663,TRUE
CS-1984-00664,TRUE
CS-1984-00665,TRUE
CS-1984-00667,FALSE
CS-1984-00670,TRUE
CS-1984-00672,TRUE
CS-1984-00673,TRUE
CS-1984-00684,FALSE
CS-1984-00685,TRUE
CS-1984-00691,FALSE
CS-1984-00706,FALSE
CS-1984-00720,TRUE
CS-1984-00729,TRUE
CS-1984-00734,FALSE
CS-1984-00735,TRUE
CS-1984-00740,TRUE
CS-1984-00745,TRUE
CS-1984-00749,TRUE
CS-1984-00750,TRUE
CS-1984-00757,TRUE
CS-1984-00763,TRUE
CS-1984-00777,TRUE
CS-1984-00778,TRUE
CS-1984-00779,TRUE
CS-1984-00786,FALSE
CS-1984-00788,FALSE
CS-1984-00796,TRUE
CS-1984-00798,TRUE
CS-1984-00803,TRUE
CS-1984-00817,TRUE
CS-1984-00819,TRUE
CS-1984-00821,FALSE
CS-1984-00823,TRUE
CS-1984-00825,FALSE
CS-1984-00835,FALSE
CS-1984-00837,TRUE
CS-1984-00844,FALSE
CS-1984-00845,FALSE
CS-1984-00851,TRUE
CS-1984-00853,FALSE
CS-1984-00855,TRUE
CS-1984-00857,TRUE
CS-1984-00867,TRUE
CS-1984-00871,TRUE
CS-1984-00880,TRUE
CS-1984-00881,TRUE
CS-1984-00882,TRUE
CS-1984-00893,TRUE
CS-1984-00894,FALSE
CS-1984-00896,FALSE
CS-1984-00899,TRUE
CS-1984-00901,TRUE
CS-1984-00905,TRUE
CS-1984-00907,FALSE
CS-1984-00910,FALSE
CS-1984-00924,TRUE
CS-1984-00925,TRUE
CS-1984-00926,FALSE
CS-1984-00933,TRUE
CS-1984-00935,TRUE
CS-1984-00941,TRUE
CS-1984-00945,FALSE
CS-1984-00951,TRUE
CS-1984-00954,TRUE
CS-1984-00955,FALSE
CS-1984-00956,TRUE
CS-1984-00959,TRUE
CS-1984-00962,FALSE
CS-1984-00965,FALSE
CS-1984-00967,FALSE
CS-1984-00973,TRUE
CS-1984-00980,TRUE
CS-1984-00981,TRUE
CS-1984-00987,FALSE
CS-1984-00998,TRUE
CS-1984-01003,TRUE
CS-1984-01012,TRUE
CS-1984-01018,TRUE
CS-1984-01024,TRUE
CS-1984-01029,TRUE
CS-1984-01038,FALSE
CS-1984-01041,TRUE
CS-1984-01044,FALSE
CS-1985-00011,FALSE
CS-1985-00015,FALSE
CS-1985-00020,TRUE
CS-1985-00021,TRUE
CS-1985-00022,FALSE
CS-1985-00030,TRUE
CS-1985-00036,TRUE
CS-1985-00039,FALSE
CS-1985-00044,TRUE
CS-1985-00049,TRUE
CS-1985-00051,TRUE
CS-1985-00055,TRUE
CS-1985-00057,TRUE
CS-1985-00058,TRUE
CS-1985-00061,TRUE
CS-1985-00066,FALSE
CS-1985-00073,TRUE
CS-1985-00078,TRUE
CS-1985-00079,TRUE
CS-1985-00083,FALSE
CS-1985-00087,FALSE
CS-1985-00088,FALSE
CS-1985-00091,FALSE
CS-1985-00096,TRUE
CS-1985-00098,FALSE
CS-1985-00104,TRUE
CS-1985-00114,TRUE
CS-1985-00117,TRUE
CS-1985-00119,FALSE
CS-1985-00121,TRUE
CS-1985-00123,TRUE
CS-1985-00124,TRUE
CS-1985-00129,TRUE
CS-1985-00132,FALSE
CS-1985-00133,FALSE
CS-1985-00140,TRUE
CS-1985-00142,FALSE
CS-1985-00144,TRUE
CS-1985-00145,FALSE
CS-1985-00146,FALSE
CS-1985-00148,TRUE
CS-1985-00149,TRUE
CS-1985-00150,FALSE
CS-1985-00151,FALSE
CS-1985-00152,TRUE
CS-1985-00159,TRUE
CS-1985-00162,TRUE
CS-1985-00164,FALSE
CS-1985-00166,TRUE
CS-1985-00169,FALSE
CS-1985-00170,TRUE
CS-1985-00171,TRUE
CS-1985-00172,TRUE
CS-1985-00179,FALSE
CS-1985-00182,FALSE
CS-1985-00194,TRUE
CS-1985-00199,TRUE
CS-1985-00208,FALSE
CS-1985-00209,TRUE
CS-1985-00217,FALSE
CS-1985-00222,FALSE
CS-1985-00235,FALSE
CS-1985-00237,FALSE
CS-1985-00238,FALSE
CS-1985-00240,FALSE
CS-1985-00242,TRUE
CS-1985-00245,TRUE
CS-1985-00246,FALSE
CS-1985-00251,FALSE
CS-1985-00258,FALSE
CS-1985-00259,TRUE
CS-1985-00262,TRUE
CS-1985-00264,TRUE
CS-1985-00266,FALSE
CS-1985-00277,TRUE
CS-1985-00278,FALSE
CS-1985-00282,TRUE
CS-1985-00291,TRUE
CS-1985-00292,FALSE
CS-1985-00297,TRUE
CS-1985-00299,FALSE
CS-1985-00301,TRUE
CS-1985-00305,TRUE
CS-1985-00308,TRUE
CS-1985-00315,TRUE
CS-1985-00316,FALSE
CS-1985-00317,FALSE
CS-1985-00328,TRUE
